headline,label
"After years of threats, Trump still doesn't have a plan to replace Obamacare",NBC
"44 gift ideas for teen girls from UGG, Rare Beauty and more",NBC
"YevgenyPrigozhin plane crash was likely sabotage, evidence suggests",NBC
Blinken says he's 'profoundly disappointed' over contempt vote,NBC
"Confronted by a Republican voter about the Jan. 6 riot, Trump says 'nothing' was done wrong that day",NBC
Gift a new set of speakers you won't have to help them set up. We picked the most giftable tech for everyone on your list.,NBC
Germany issues 1st arrest warrant for 2022 Nord Stream pipeline blasts,NBC
U.S. officials say intel agencies are ready to warn the public over foreign election interference,NBC
Italy makes it illegal to seek surrogacy abroad,NBC
How to order the new Apple AirTag,NBC
"NYC officers scuffle with 14 year old girl they handcuffed over selling fruit in a park, video shows",NBC
How the Florida judge overseeing Trump's trial could hobble the Justice Department's case,NBC
"Overdose deaths from fake pills are rising, especially among younger adults",NBC
Netanyahu seals dramatic comeback as he is sworn in as Israel prime minister,NBC
Amazon rainforest port records lowest water level in 121 years amid drought,NBC
Israel and Hamas trade attacks after Biden expresses support for cease fire,NBC
The 25+ best Cyber Monday kitchen and home deals,NBC
Biden dispatches top adviser for talks with Saudi crown prince,NBC
"U.S. soldier detained in Russia and accused of stealing, officials say",NBC
What the U.S. recognizing a Palestinian state would mean,NBC
Army says a Trump aide 'abruptly pushed aside' an Arlington National Cemetery employee,NBC
Lawmakers grill Defense Secretary Lloyd Austin over secret hospitalization,NBC
Palestinian gunman kills 2 as officials meet to discuss surge in violence,NBC
"Florida Supreme Court allows 6 week abortion ban to take effect, but voters will have the final say",NBC
Trump repeats false claims that children are undergoing transgender surgery during the school day,NBC
Republicans up the personal attacks on Biden and his family,NBC
Trump's second impeachment trial is underway and the verdict is already in,NBC
Fake YouTube creators target Black celebrities with AI generated misinformation,NBC
Trump says there will be a 'bloodbath' if he loses the election,NBC
The Amazon Echo Show 15 is available for preorder,NBC
Trump pushes false claims about mail in vote fraud. Here are the facts.,NBC
How often should you wash your hair? Experts weigh in,NBC
Puerto Rico hit by a 5.0 quake amid ongoing seismic activity,NBC
Jimmy Carter turns 100,NBC
The best smart assistant compatible devices for a smart home,NBC
"Harris leads Trump by almost 40 points among Asian American voters, a new poll shows",NBC
GOP crackdowns on noncitizen voting ensnare newly naturalized Americans,NBC
Russian veto brings an end to the U.N. panel that monitors North Korea nuclear sanctions,NBC
North Korea says it is suspending military pact with South,NBC
DOJ seeks longer sentence for Capitol rioter they labeled as a domestic terrorist,NBC
"Biden blasts Alabama Supreme Court's IVF ruling as Harris, campaign blame Trump",NBC
"15 best grilling accessories, according to food experts",NBC
Trump splits with ally McCarthy over Ashli Babbitt shooting on Jan. 6,NBC
Harris maintains strong lead among Black swing state voters in a new poll,NBC
Banned political ads found on TikTok weeks ahead of 2024 election,NBC
I tried Yeti's French press for a month here's why I'll keep using it for months,NBC
I tried the newest Hatch sunrise alarm clock for 4 months now I can't sleep without it,NBC
"'Sad, worried, inconsolable': Earthquakes trigger anxiety in Puerto Rico, post Hurricane Maria",NBC
Treat your pets to these bestselling pet products on Amazon,NBC
"Netanyahu promises more war, dashing peace hopes after Hamas leader killed",NBC
Trump fan gets eight years for assaulting officers during Jan. 6 Capitol breach,NBC
Inside the poll numbers: Which key groups have moved and which ones haven't since Biden's exit,NBC
Fentanyl plus stimulants drives 'fourth wave' of overdose epidemic in the U.S.,NBC
Jailed Iranian activist Narges Mohammadi wins Nobel Peace Prize for fight against oppression of women,NBC
"Russia operated nearly 1,000 sock puppet accounts on X, Justice Department says",NBC
October heat wave sets dozens of records in California and Arizona,NBC
"9/11 group blasts Trump for hosting Saudi backed golf league tournament, seeks meeting",NBC
South Korea to suspend military pact with North over trash balloons,NBC
Ex Trump press secretary Stephanie Grisham says he mocked his supporters as 'basement dwellers',NBC
Trump's Mideast peace plan comes under surprise attack from settlers,NBC
New device explosions reported in Lebanon,NBC
"Heat waves hitting U.S. and Europe 'virtually impossible' without climate change, researchers say",NBC
"The best Roomba robot vacuums for pet owners, large homes and more",NBC
White House says Biden and Harris weren't invited to Arlington Cemetery by families of service members killed during Afghanistan withdrawal,NBC
"How to find the best eco friendly mattresses, according to experts",NBC
U.N. Security Council fails to pass U.S. resolution calling for Gaza cease fire,NBC
Israel faces genocide case as comments on displacing Gazans draw alarm,NBC
U.N. General Assembly votes for cease fire resolution opposed by U.S. and Israel,NBC
"Anti U.S. opinion in Arab countries grows over support for Israel, Middle East leaders tell Blinken",NBC
Israel sets goal of doubling number of Jewish settlers on Golan Heights,NBC
These Amazon travel mugs keep your coffee hot all morning long,NBC
Putin and Xi meet at Central Asian summit aimed at countering U.S.,NBC
Beijing Half Marathon organizers investigate Chinese runner's controversial win,NBC
Nikki Haley backpedals amid criticism after omitting 'slavery' from Civil War causes,NBC
Freed Hamas hostages come home to find kibbutz destroyed,NBC
Harris spars with host and says she wouldn't be a 'continuation' of Biden,NBC
FBI arrests Jan. 6 rioter whose photo was featured in a Biden campaign ad,NBC
Defeat in Ohio's abortion proxy war another red flag for GOP,NBC
Elon Musk uses X to push his own story about the platform's suspension in Brazil,NBC
'I was slipping in people's blood': Police officer describes battling rioters after Capitol became a 'war scene',NBC
Vance slams Beshear for comment on abortion: 'Disgusting',NBC
Bose's new QuietComfort II earbuds take ANC to the next level,NBC
"North Korea has most likely sent missiles to Russia, South says",NBC
Former NBCUniversal ad chief Linda Yaccarino named CEO of Twitter,NBC
Biden moves ahead on tariff hikes for numerous Chinese goods,NBC
Abortion rights amendment qualifies for the ballot in Nevada,NBC
Israel's Netanyahu runs out of time to form a new government,NBC
Five dermatologists share their everyday skin care routines,NBC
How to choose an indoor cycling bike (that isn't a Peloton),NBC
Judge in Georgia election interference case dismisses three counts against Trump,NBC
International law questions abound as Israeli forces raid Gaza hospitals,NBC
What weeks of early voting data tell us about how Democrats and Republicans are turning out in 2024,NBC
Ryan Routh pleads not guilty to charges he sought to assassinate Trump at golf course,NBC
"Netanyahu to address Congress, House Speaker Mike Johnson says",NBC
Ex Trump officials say they asked the Biden DOJ for help against Iranian threats but got no answer,NBC
24 hostages and 39 Palestinians released in Israel Hamas truce,NBC
"Victims in Atlanta area spa shootings include recently married mother, Army veteran",NBC
"U.S. general predicts war with China in 2025, tells officers to get ready",NBC
BTS star Jin begins military service at front line boot camp,NBC
"Will protesters, or police, be the problem at the Democratic National Convention?",NBC
We tested over 50 travel accessories for our first ever Travel Awards these are our favorites,NBC
Five takeaways from Harris' first major interview as the Democratic nominee,NBC
Harris may have locked down her first electoral vote this week,NBC
How to find the best soft mattress for great sleep in 2022,NBC
'So evil' and 'dangerous': Trump doubles down on calling Democrats 'enemies from within',NBC
Fade dark spots and brighten your complexion with this lesser known skin care ingredient that's safe for all skin types,NBC
Harris' campaign adds top adviser to lead outreach to Muslim and Arab voters,NBC
Harris is rolling out her agenda. She'll need a Democratic Congress to pass it.,NBC
Trump on trial: What to expect in 2024 from the former president's legal cases,NBC
and Dominion reach settlement on first day of trial,NBC
"Drag Queen Story Hour disrupted by men shouting slurs, authorities say",NBC
"After disfiguring acid attack, saxophone is Mexican female musician's 'sword'",NBC
Top Israeli official Ron Dermer began yelling during a meeting with U.S. officials on Gaza,NBC
Upgrade mom's kitchen with new cookware and bakeware this year,NBC
"Secretary of State Blinken says he spoke this week with Paul Whelan, former Marine imprisoned in Russia",NBC
Afghan national living in the U.S. charged with plotting an Election Day terrorist attack,NBC
Harris faces her 'toughest' battleground fight against Trump in Pennsylvania,NBC
U.S. confirms Trump campaign claim it was breached by Iranian hackers,NBC
It's hard to flee from your abuser during a coronavirus lockdown,NBC
Rep. Jasmine Crockett humanizes Harris and introduces herself to the nation,NBC
Trump says he asked Sen. Katie Britt of Alabama to explain IVF to him,NBC
Israeli family fears child may spend his 9th birthday as a hostage of Hamas,NBC
Saudi dissidents 'betrayed' by Biden trip as he defends his planned visit,NBC
Itchy scalp? Your hair washing routine could be at fault here's how to fix it,NBC
"Vivek Ramaswamy calls Rep. Ayanna Pressley, author Ibram Kendi part of 'modern KKK'",NBC
"Poll: Half of Gen Z voters support Harris, one third back Trump",NBC
"Harris proposes raising the corporate tax rate to 28%, rolling back a Trump law",NBC
The feds say they're in for the long haul on Jan. 6. Online sleuths want them to pick up the pace.,NBC
Dozens of Palestinians wounded in confrontations with Israeli police,NBC
Live updates: Police officers give firsthand account of Capitol riot,NBC
"Israeli military rescues 4 hostages; more than 200 Palestinians killed, Gaza health officials say",NBC
Police raid Andrew Tate's home in Romania as new allegations emerge involving minors,NBC
Prosecutors defer to judge on Trump sentencing delay in hush money case,NBC
Trump no longer centerpiece as Netanyahu again bids for power in Israel,NBC
Bangladesh security forces fire bullets and sound grenades as protests over government jobs escalate,NBC
Florida Highway Patrol rescues dog abandoned by owner,NBC
"As the world sizzles, U.S. and China try to restart vital climate talks",NBC
Not all dry dog foods are good for all dogs here's how to choose,NBC
"Lebanese fear a return to the 2006 war with Israel, or worse a situation like Gaza",NBC
"'We are the underdogs': Harris introduces running mate Walz as a coach, veteran and protector of reproductive rights",NBC
"How to shop for eco friendly shoes, according to experts",NBC
Israeli woman freed from Hamas captivity recalls brutal conditions inside tunnels,NBC
"Luttig concludes testimony with a stark warning for 2024, saying Trump remains 'a danger'",NBC
"A day after a once in a thousand year rainstorm, southern Appalachia faces Hurricane Helene",NBC
Biden postpones trip to Germany and Angola ahead of Hurricane Milton's hitting Florida,NBC
Elon Musk leaps into action as a Trump surrogate but it's unclear how he'll land: From the Politics Desk,NBC
Rep. Matt Gaetz defeats Kevin McCarthy backed GOP primary challenger,NBC
"Left unchecked, Maui's nonnative grasses turned into wildfire fuel",NBC
"Trump's 2024 plan: Win Iowa by double digits, wrap up the nomination by March",NBC
These are the best cordless vacuums that we've ever tried,NBC
Near total internet and cellular blackout hits Gaza as Israel ramps up strikes,NBC
Federal judge imposes longest sentence yet for Jan. 6 defendant,NBC
GOP Senate candidates soften their abortion stances amid a post Roe losing streak,NBC
How 'sex addiction' has historically been used to absolve white men,NBC
North Korea fires two missiles after U.S. submarine arrives in South,NBC
"State Department failed to plan or respond fast enough in Afghanistan collapse, new U.S. report finds",NBC
"'Shōgun,' 'Baby Reindeer,' and 'Hacks': Here's a full list of the prime time Emmy winners",NBC
"Truce greeted with relief, skepticism in Israel and joy in Gaza",NBC
Wake up to fresh coffee waiting for you the minute you roll out of bed with one of these coffee makers,NBC
"Indiana man, 50, arrested on murder charges in 2017 killings of 2 teenage girls",NBC
Elaine Chao issues rare rebuke of Trump over his racist attacks on her,NBC
Israel steps up Gaza bombardment as fears of ground invasion grow,NBC
"Trump official Jeffrey Clark likely violated ethics rules with 2020 election theories, D.C. Bar panel finds",NBC
How Catherine Cortez Masto clinched the Nevada seat and the Senate,NBC
U.N. rights chief says Israeli strikes in Gaza may be war crimes,NBC
Election 2024: Trump campaigns in Georgia; Harris weighs trip to southern border,NBC
Ron DeSantis is running the Iowa playbook and hoping that's what still counts,NBC
"Local election officials in Georgia must certify results, state judge rules",NBC
Is white chocolate really chocolate? Experts settle the debate.,NBC
"Israel, Bahrain, UAE sign Trump brokered deals at White House",NBC
"Adoption fraud was widespread for many South Koreans adopted into Western countries, AP finds",NBC
"New Zealand's Jacinda Ardern quits as leader, citing burnout",NBC
"Jan. 6 rioter holding 'stop the steal' sign swung at officers with a Trump flag, FBI says",NBC
Iran attack: Tehran warns of 'severe' retaliation to any new Israeli attack,NBC
Gaza Strip explained: Who controls it and what to know,NBC
Obama endorses Harris for president in a whirlwind week of party support,NBC
21+ best Valentine's Day gifts for men who are impossible to shop for (and will still arrive in time),NBC
"Amid global adoption reckoning, adoptees say they're fighting a long standing narrative they should be 'grateful'",NBC
Republicans host 'pep rally' with Trump in his first visit to Capitol Hill since Jan. 6 attack,NBC
Get sweaty while you sleep? A cooling mattress can help.,NBC
James Taylor to close out first night of DNC,NBC
"Stun guns, 'stinger whips' and a crossbow: What police found on the Capitol protesters",NBC
'President Trump is wrong': Pence rejects claim he could have 'overturned the election',NBC
"Black swing state voters overwhelmingly back Harris with key divides on age and gender, Howard poll shows",NBC
"As malnutrition deaths are reported and hunger grows, will 'famine' be declared in Gaza?",NBC
Hyaluronic acid is a must have your dry skin routine here are the best products that will leave your skin glowy and hydrated,NBC
Supreme Court to weigh state restrictions on gender affirming care for youths,NBC
"'Groomer,' 'pro pedophile': Old tropes find new life in anti LGBTQ movement",NBC
"Holding photos of their deceased children, parents lobby Congress to pass online safety legislation",NBC
Israeli Cabinet members join thousands marching to West Bank in a sign the right wing government hopes to accelerate settlements,NBC
"Indoor planters from The Sill, Bloomscape and more",NBC
Phoenix weathers 100 days of 100 plus degree temperatures,NBC
39+ travel essentials on Amazon guaranteed to make your trip less stressful,NBC
Climate change is throwing the water cycle into chaos across the U.S.,NBC
We tried over 100 giftable tech products these are the most popular ones,NBC
Israeli leaders lash out at Biden's criticism of judicial overhaul plan,NBC
'Not accurate': The Republican mayor in Aurora is pushing back at Trump's migrant depictions,NBC
'I dissent': Biden attacks Supreme Court immunity ruling as emboldening a lawless president,NBC
"Ryan Routh, arrested near Trump's Florida golf course, is charged with attempted assassination",NBC
Bangladesh tribunal issues arrest warrant for former leader Sheikh Hasina,NBC
"Netanyahu has 'forgotten' Hamas' captives, former hostage says",NBC
Barack Obama's fiery DNC speech and highest rate of job seekers in a decade: Morning Rundown,NBC
Judge narrows election interference case against Trump in Georgia,NBC
New probe confirms Trump officials blocked Puerto Rico from receiving hurricane aid,NBC
FBI raids 2 homes owned by NYC Mayor Eric Adams' Asian Affairs director,NBC
"October bestsellers: Loofahs, spoons and more",NBC
Is it TikTok? Here's why some young Americans sympathize with Palestinians,NBC
The Latino 10: A standout year,NBC
"With Harris and Walz, Democrats put abortion rights at the top of the agenda",NBC
GOP Sen. Rick Scott to face off against Democrat Debbie Mucarsel Powell in Florida,NBC
"Teamsters union declines to endorse in presidential election, breaking decades of precedent",NBC
Security video near Trump golf course seized after apparent assassination attempt,NBC
"Lebanon says nearly 500 people were killed and 1,650 injured in Israel bombing",NBC
Rudy Giuliani and Sidney Powell appear to be among alleged Trump co conspirators,NBC
Israel pounds Gaza with heavy strikes as conflict enters second week,NBC
Mark Cuban says he plans to leave ABC's 'Shark Tank' after season 16,NBC
Senate Republicans block Democratic bill to protect IVF nationwide,NBC
Bangladesh prime minister is ousted after weeks of deadly protests,NBC
Ron DeSantis' presidential campaign launch melts down in Twitter glitches,NBC
"Mark Meadows, Rudy Giuliani and Arizona 'fake electors' charged with state crimes",NBC
"Netanyahu won't agree to hostage deal unless it polls well for him, Israeli families say they were told",NBC
A generational divide splits Black voters ahead of Biden Trump rematch,NBC
Inside the $100 million door knocking effort to boost Ron DeSantis,NBC
What experts want you to know about hair diffusers,NBC
"Helene rainfall boosted by human driven climate change, studies find",NBC
Blinken says no 'direct evidence' that Iran was involved in the Hamas attack on Israel,NBC
TikTok says it disrupted 15 influence operations this year including one from China,NBC
"Gazans increasingly back a two state solution, as support for Hamas drops",NBC
Emmy nominations 2024: Complete list,NBC
"41 surprisingly great gifts, all for $25 or less",NBC
U.S. and allies propose 21 day cease fire between Israel and Hezbollah,NBC
"Trump, whose lies about the 2020 election inspired an insurrection, announces third White House bid",NBC
Iranians vote to replace late President Raisi,NBC
Man in custody after Trump golf club incident was once convicted of possessing a machine gun,NBC
"Netanyahu may be on course for a dramatic comeback, Israeli exit polls suggest",NBC
Isolated Israel argues U.N. court ruling leaves door open to Rafah offensive,NBC
11 Amazon sleep products to help you fall asleep and wake up energized,NBC
"Our editors spent over $2,300 on Black Friday and Cyber Monday here's what we bought",NBC
Boxer previously barred from women's events wins fight after opponent quits in 46 seconds,NBC
BTS stars to serve military duty in South Korea,NBC
Skeptical voters wrestle with what they know about Harris versus what they've seen from Trump,NBC
Peter Navarro gets hero's welcome at convention hours after leaving prison,NBC
Jewish settlers storm town and pepper spray Israeli soldiers in West Bank,NBC
Gaza Strip experiencing internet outages and electricity cuts after bombings,NBC
"At least 25 killed, 50 wounded in Israeli strikes on tent camps near Rafah, Gaza health officials say",NBC
Melania Trump says Donald Trump 'knew my position and my beliefs' on abortion 'since the day we met',NBC
Israeli leaders have discussed an Arafat style exit for Hamas leader Yahya Sinwar,NBC
"Gaza truce takes hold after Israel, Hamas reach cease fire to halt conflict",NBC
"Republicans are spending millions on turnout operations that are deeply flawed, insiders say",NBC
'Their inaction cost lives': U.S. Capitol Police union rebukes leadership,NBC
24 eco friendly gift ideas for everyone on your list,NBC
"Pennsylvania Gov. Josh Shapiro shares details of his Elon Musk call, says they didn't discuss politics",NBC
Harris accepts invitation for second potential debate in October,NBC
"In effort to shore up blue wall, Harris eyes Wisconsin",NBC
"Russian disinformation peddlers are targeting Harris Walz campaign with fake videos, Microsoft says",NBC
A longtime remote worker's tips on staying focused during remote work,NBC
This year's Democratic playbook features a lot of football,NBC
Cool Amazon ice cube trays that will add fun to your freezer,NBC
Jan. 6 rioter with 'I heart TRUMP' hat and a Confederate flag gets prison for assaults on officers,NBC
"Super Tuesday highlights: Trump, Biden bring in major primary wins as Haley faces a tough delegate outlook",NBC
You already know sitting all day is bad for you but will an under desk elliptical really help? Experts weigh in.,NBC
U.S. welcomes a new Palestinian government after making repeated calls for political reform,NBC
"Super Bowl, NFL defy partisan trends in U.S.",NBC
Deaths of Israeli soldiers in explosion highlight friendly fire accidents in Gaza,NBC
Trump wins the Nevada GOP caucuses: Highlights,NBC
"Iowa meteorologist quitting TV, cites PTSD from death threat over climate change coverage",NBC
Gaza's health system is 'collapsing' as battles intensify in the south,NBC
Kamala Harris' husband reveals the personal side of 'Momala',NBC
"Biden speaks with Netanyahu amid escalating tensions in U.S. Israel, warns against Rafah invasion",NBC
Pelosi said in new Jan. 6 video she wanted to 'punch' Trump out,NBC
"House passes $1.7 trillion spending bill that rewrites U.S. election law, sending it to Biden to sign",NBC
"Guilty but unashamed, Trump says he will see Biden in November",NBC
Full list of Trump's last minute pardons and commuted sentences,NBC
Quake stunned Puerto Rico hit by another 5.9 magnitude shock,NBC
South Korean president pledges to focus on economy after election shock,NBC
Trump and Mike Johnson zero in on noncitizen voting. It's already illegal and very rare.,NBC
Trump defeats Nikki Haley in the South Carolina Republican primary: Recap,NBC
"Extreme heat in cities a growing problem as climate warms, study finds",NBC
Biden delivers an ode to Harris in Democratic convention swan song,NBC
"Indiana man accused of killing teen girls allegedly confessed in phone call to wife, court documents say",NBC
Hurricane Helene: Over 220 dead as some communities struggle to get basic supplies,NBC
Trump says he won't debate Harris again,NBC
Election results point to major GOP liability on abortion heading into 2024,NBC
'Shogun' and 'The Bear' are set to conquer the Emmy Awards,NBC
Palestinians forced to flee Rafah as Gazans mark bitter Nakba anniversary,NBC
"Israel, United Arab Emirates agree to full normalization of relations",NBC
I've tested nearly a dozen point and shoot cameras these are the best no matter your experience level,NBC
"Man charged in apparent Trump plot wrote 'This was an assassination attempt,' court filing shows",NBC
Trump has indefinitely delayed his Jan. 6 criminal trial. Hundreds of his supporters haven't been so lucky.,NBC
Israel says it killed Hezbollah leader in Beirut strike after attack on Golan Heights,NBC
How a tight circle of aides is trying to keep Trump out of (more) trouble,NBC
"Ramadan in Gaza: Palestinians fast amid war, devastation and looming famine",NBC
Kristi Noem faces lawsuit after promoting Texas dentist on social media,NBC
"Opinion No, Israeli annexation of the West Bank does not doom the peace process",NBC
Vivek Ramaswamy argues Trump is 'wounded' and his movement needs a new leader,NBC
"We took over 30 duffels, backpacks and weekenders on planes, trains and more for our Travel Awards. These are the best",NBC
Teen testifies about 'surreal' experience tipping off FBI about his dad before Jan. 6 riot,NBC
Muslims navigate restrictions in the second pandemic Ramadan,NBC
I tested the Fitbit Charge 6 for weeks I love that it doesn't overwhelm me with data,NBC
"The Gulf of Mexico is blazing hot, but hurricane season is ominously quiet",NBC
"Harris courts male voters on fantasy sports, sports betting and video game platforms",NBC
Amazon's fall Prime Day sale is here what you need to know,NBC
"You should be cleaning your mattress, not just your sheets. Here's how to do it",NBC
CIA director may travel to Israel for more cease fire and hostage negotiations,NBC
U.N. finds 'clear and convincing' information that hostages have been raped in Gaza,NBC
8 best smart sprinkler controller systems for watering your lawn,NBC
Tampa man survives Hurricane Milton in his sailboat,NBC
"Discarded sandals, open liquor bottles: Israel music festival grounds show remnants of a celebration cut short",NBC
Hunting for AI bots? These four words could do the trick,NBC
"How to pick the best brush or comb, depending on your hair type",NBC
"Iowa school shooter showed 'warning signs' and 'copycat behavior,' police say",NBC
"Everything you need to properly season, clean and maintain a cast iron skillet",NBC
A hit song wins a Latin Grammy. One of its songwriters is in a Cuban prison.,NBC
20 dead and 27 missing in flooding around Beijing after days of rain,NBC
South Korea responds to North's trash balloons with loudspeaker broadcasts,NBC
Kansans vote to uphold abortion rights in their state,NBC
White House cancels $5 billion in student debt for 74k borrowers,NBC
Trump's election fight includes over 50 lawsuits. It's not going well.,NBC
Security and political crises in Israel converge to create a perfect storm,NBC
Who are the American hostages still held by Hamas?,NBC
Protests around the world commemorate 76th anniversary of the Nakba and call for a cease fire in Gaza,NBC
Democrats to force vote for protections for IVF as election year messaging heats up,NBC
Conservative activist Charlie Kirk helped oust Ronna McDaniel at the RNC. Now the knives are out for him.,NBC
"BTS' V pens letter as Jungkook and Jimin, final two members joining South Korean military, begin service",NBC
Hurricane Milton: At least 14 deaths confirmed after monster storm slams into Florida,NBC
Where to buy Covid vaccination card holders,NBC
Fears that war will widen grow as Israel retaliates for a strike that killed 12,NBC
Inside Israel's allegations against U.N. workers in Gaza,NBC
"More than 337,000 people visit Taylor Swift's link to register to vote",NBC
"After acquitting Trump, McConnell slams him for a 'disgraceful dereliction of duty'",NBC
"Capitol rioter Guy Reffitt gets longest Jan. 6 sentence, but no terrorism enhancement",NBC
"How to sanitize your phone and other tech, according to doctors",NBC
War in Israel tests Biden's foreign policy case for 2024,NBC
NYC Mayor Eric Adams charged with bribery and wire fraud in scheme spanning nearly 10 years,NBC
Key mediator Qatar urges Israel and Hamas to do more to reach a cease fire deal,NBC
Americans moved to Iran house arrest in planned prisoner swap,NBC
Sunrise alarm clocks can improve your sleep quality and give a softer wake up call,NBC
Elected official from Connecticut admits he entered Capitol during Jan. 6 attack,NBC
'I have friends in Palestine': Israeli hostage's plea to her Hamas captors lays bare yearning for peace,NBC
"Biden's case for re election is improving, but his polling against Trump is still shaky",NBC
Biden honors Matthew Shepard and condemns anti LGBTQ violence,NBC
FBI captures three Jan. 6 fugitives at Florida ranch on the third anniversary of the Capitol attack,NBC
Judge in Trump Georgia case sets hearing on accusations of misconduct by prosecutors as Fani Willis goes on attack,NBC
Boxers previously barred from women's events will fight in Paris Olympics,NBC
"Reformist Masoud Pezeshkian wins Iran's presidential runoff election, besting hard liner Saeed Jalili",NBC
Montana GOP Senate candidate says women have been 'indoctrinated' on abortion,NBC
"Despite last minute cleanup efforts, Helene's debris piles remain a threat during Hurricane Milton",NBC
Modi's White House visit highlights deep diaspora divides,NBC
Fentanyl used to be a hidden danger of drug use. Now it's sought as a drug of choice.,NBC
Federal indictment accuses Trump of lying and scheming to keep documents he knew were classified,NBC
Alabama Senate and House pass bills to protect IVF after court ruling,NBC
Harris is playing it safe. Some Democrats worry that could doom her campaign.,NBC
"NFL stadiums could experience $11 billion in climate related losses by 2050, a new report finds",NBC
Former Trump official Stephanie Grisham to speak at the Democratic convention,NBC
Illinois man charged with murder in the fatal stabbing of a Palestinian American boy pleads not guilty,NBC
Hamas wins Palestinian hearts as Gaza conflict threatens broader shift,NBC
"TikTok's content on some political subjects aligns with the Chinese government, study says",NBC
"The best men's work from home pants: Everlane, Bonobos and more",NBC
Two more storms gain strength in Atlantic following devastation of Hurricane Helene,NBC
Maya Rudolph nabs sixth Emmy and Angela Basset wins her first at Creative Arts Emmys,NBC
"Young voters take a new look at Harris, but some are waiting instead of committing",NBC
U.S. military members discuss seeking conscientious objector status over support of Israel in Gaza,NBC
Wayfair's October Way Day will have over one million items on sale here's what you need to know,NBC
Biden aims to make North Carolina a top battleground but Trump isn't worried yet,NBC
Mark Cuban says he won't run for president with third party in 2024,NBC
Trump urges supporters to vote early while calling process 'stupid',NBC
Gen Z advocacy group launches TikTok campaign against voting for Jill Stein,NBC
Judge denies Trump bid to dismiss classified documents case using Presidential Records Act,NBC
Tim Walz makes direct appeal to conflicted Muslim voters,NBC
Jin from K pop group BTS finishes military service in South Korea,NBC
"27 last minute Valentine's Day gifts for her that don't scream ""last minute""",NBC
Evangelical environmentalists push for climate votes as election nears: 'Care for God's creation',NBC
"Biden signs major climate, health care and tax bill into law",NBC
Poll: Project 2025 is broadly known and severely unpopular with voters,NBC
Trump spoke at a fundraiser for Jan. 6 defendants,NBC
"Inside Egypt's 3,000 year old 'lost golden city'",NBC
"The Amazon's crucial water cycle faces collapse, scientists say",NBC
"Russia, Iran and China are using AI in election interference efforts, U.S. intelligence officials say",NBC
"'Everybody is scared': As Gaza faces threat of ground invasion, tensions run high in Israel",NBC
Democratic National Committee releases party platform ahead of convention,NBC
Elon Musk announces $1M giveaway for voters who sign petition in battleground states,NBC
Four Proud Boys members found guilty of seditious conspiracy in Jan. 6 trial,NBC
Kamala Harris is officially running for president. Will any Democrats challenge her?,NBC
Harris seeks to recapture Obama era energy as he rallies for her in Pennsylvania,NBC
Bad blood with Republicans drives a decline in Taylor Swift's poll numbers,NBC
How Jerusalem's ancient past is the battleground for its future,NBC
Trump supporter charged with firing gun during Jan. 6 attack ordered detained,NBC
How to find a sunscreen that won't leave a white cast on your skin,NBC
Israel fumes as Biden signals a harder line against a Rafah ground assault,NBC
Long Island funeral home owner arrested two years after Jan. 6 sleuths ID'd him,NBC
"19 best pet products for dogs and cats, according to staff pet owners",NBC
Israeli President Isaac Herzog and Biden meet amid tensions over Netanyahu's policies,NBC
Iranian president says he doesn't want war with Israel,NBC
"Fewer people are using Elon Musk's X as the platform struggles to attract and keep users, according to analysts",NBC
Iran to hold runoff election between reformist Pezeshkian and hard liner Jalili,NBC
China raises Middle East diplomatic ambitions with talks between Hamas and rival Fatah,NBC
Arizona abortion rights advocates pour $15 million into ballot measure ad blitz,NBC
"At a time of despair in Gaza, a newborn brings hope",NBC
"Schiff's powerful closing speech: 'Is there one among you who will say, Enough!'?",NBC
FCC looks to fine conservative activists $5 million for false mail voting robocalls,NBC
Iranian president says Tehran will spend the $6 billion released in prisoner exchange 'wherever we need it',NBC
"Pro Hamas group that helped organize college protests is a 'sham charity,' Treasury says",NBC
"How to buy the best cat litter box, according to veterinarians",NBC
Who's Judge Juan Merchan? Trump says he 'hates me' but lawyers say he's fair,NBC
Stop throwing out moldy shower curtain liners here's how to clean them,NBC
Israel is debating annexation. Here's what two former peace envoys think.,NBC
Trump reports little income from Truth Social in financial disclosure,NBC
A glimpse of Hamas' elusive leader is spurring Israel's military to catch him 'dead or alive',NBC
Israel's Netanyahu makes comeback as Israeli PM Lapid concedes defeat,NBC
Proud Boys blame Trump as defendants prepare to find out fate in sedition trial,NBC
and Dominion reach $787.5 million settlement in defamation lawsuit,NBC
Ron DeSantis fires roughly a dozen staffers in a campaign shake up,NBC
"McConnell calls out 'diminished' Trump, vows not to bow to his candidates in 2024",NBC
Jack Smith urges Trump classified docs judge to set aside Clarence Thomas opinion on special counsels,NBC
"Power goes out on entire island of Cuba, leaving 10 million people without electricity",NBC
Trump gets hit from all sides for testing a softer abortion message 'in order to win',NBC
Jan. 6 rioter who charged police while carrying a gun sentenced to 7 years,NBC
Sinwar's killing is a win for Israel but many Palestinians are proud of his defiant last stand,NBC
"Capitol Police Officer Brian Sicknick died of natural causes after riot, medical examiner says",NBC
"CEOs of TikTok, Meta, Snap and X to testify at Senate online child safety hearing. Here's what to know.",NBC
Oath Keepers founder sentenced to 18 years in Jan. 6 seditious conspiracy case,NBC
